,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Time_taken(min),Distance(kms),Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_electric_scooter ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_No ,Festival_Yes ,City_Metropolitian ,City_Semi-Urban ,City_Urban 
7272,24.0,4.4,1,3,1.0,2.0,40.0,12.215801535566381,0,0,1,0,1,0,1,0,1,0,0
7273,23.0,5.0,2,3,0.0,0.0,20.0,4.602448566244239,0,0,0,0,1,0,1,0,0,0,1
7274,32.0,4.6,3,0,0.0,1.0,29.0,8.91886150319149,1,0,0,0,1,0,1,0,1,0,0
7275,23.0,4.7,0,2,1.0,0.0,13.0,1.5294079911865375,0,0,0,0,1,0,1,0,0,0,1
7276,21.0,4.7,1,3,1.0,2.0,41.0,20.166055388214634,0,1,0,0,0,1,1,0,1,0,0
7277,35.0,4.4,1,2,2.0,1.0,37.0,3.01443903185168,0,0,0,1,0,0,1,0,1,0,0
7278,31.0,4.8,4,0,2.0,1.0,27.0,3.0986894561589557,0,1,0,0,1,0,1,0,0,0,1
7279,38.0,4.6,3,3,2.0,1.0,32.0,4.664612741262876,0,0,0,0,1,0,1,0,1,0,0
7280,23.0,4.7,1,1,0.0,1.0,32.0,10.625000785116185,1,0,0,0,1,0,1,0,1,0,0
7281,20.0,4.4,3,3,2.0,1.0,34.0,16.69518872988874,0,0,1,0,1,0,1,0,1,0,0
7282,28.0,4.9,0,0,0.0,0.0,10.0,3.1380694073889375,0,1,0,0,1,0,1,0,0,0,1
7283,39.0,4.9,1,0,1.0,0.0,18.0,1.507237130349419,0,1,0,0,1,0,1,0,1,0,0
7284,34.0,4.4,5,1,0.0,1.0,36.0,19.940782302250376,1,0,0,0,1,0,1,0,1,0,0
7285,30.0,4.8,5,1,1.0,1.0,25.0,5.952035110828275,1,0,0,0,1,0,1,0,1,0,0
7286,34.0,3.8,2,3,1.0,0.0,34.0,19.590887799045845,0,0,0,0,0,1,1,0,1,0,0
7287,36.0,3.8,0,3,2.0,1.0,33.0,16.622190344817962,0,1,0,0,1,0,1,0,1,0,0
7288,23.0,4.5,3,1,0.0,1.0,39.0,19.8821644067996,0,1,0,0,1,0,1,0,1,0,0
7289,31.0,4.9,4,0,1.0,0.0,24.0,12.552275755914396,1,0,0,0,0,1,1,0,1,0,0
7290,22.0,4.6,1,1,0.0,1.0,31.0,10.844970847441447,1,0,0,0,1,0,1,0,1,0,0
7291,23.0,4.9,2,2,1.0,0.0,22.0,1.5514583744992787,0,1,0,0,0,1,1,0,1,0,0
7292,29.0,4.5,5,0,2.0,1.0,26.0,3.0144232661092043,1,0,0,0,0,1,1,0,1,0,0
7293,25.0,4.6,2,0,1.0,0.0,19.0,9.29737332587202,0,0,0,0,0,1,1,0,0,0,1
7294,29.0,4.5,1,0,2.0,1.0,16.0,3.109849704679702,0,1,0,0,0,1,1,0,1,0,0
7295,33.0,5.0,4,2,1.0,1.0,26.0,3.0206687990832064,0,1,0,0,0,1,1,0,1,0,0
7296,24.0,4.8,3,0,2.0,0.0,13.0,3.0143866935142984,1,0,0,0,1,0,1,0,1,0,0
7297,26.0,4.8,2,1,2.0,1.0,23.0,6.276138627413788,0,1,0,1,0,0,1,0,1,0,0
7298,28.0,4.8,2,2,1.0,1.0,20.0,3.1380694073889375,0,0,0,0,1,0,1,0,1,0,0
7299,34.0,4.7,5,0,1.0,0.0,18.0,12.220241481209396,0,1,0,0,0,1,1,0,1,0,0
7300,20.0,4.9,1,3,2.0,1.0,33.0,7.551948584727068,0,0,0,0,0,1,1,0,0,0,1
7301,32.0,4.7,5,0,1.0,1.0,26.0,1.5112654641612857,1,0,0,0,1,0,1,0,0,0,1
7302,31.0,4.6,1,1,0.0,1.0,34.0,4.602448566244239,0,0,1,0,1,0,1,0,1,0,0
7303,26.0,4.9,4,0,1.0,1.0,15.0,10.270067759653323,0,0,0,0,1,0,1,0,1,0,0
7304,21.0,4.9,0,1,1.0,1.0,11.0,6.276138627413788,0,0,0,0,0,1,1,0,1,0,0
7305,24.0,4.5,4,1,1.0,0.0,27.0,13.592501394228012,0,1,0,0,1,0,1,0,1,0,0
7306,34.0,4.7,1,1,2.0,0.0,18.0,4.654184877609342,1,0,0,0,0,1,1,0,1,0,0
7307,31.0,3.6,5,3,1.0,1.0,35.0,10.884168743800956,0,0,1,0,0,1,1,0,1,0,0
7308,30.0,4.9,2,3,0.0,2.0,49.0,13.563131658662943,0,0,1,0,1,0,1,0,1,0,0
7309,20.0,4.5,0,1,1.0,1.0,16.0,17.1031018274761,0,1,0,0,0,1,1,0,1,0,0
7310,25.0,4.5,4,3,1.0,1.0,26.0,10.85936741861396,0,0,1,0,0,1,1,0,0,0,1
7311,20.0,4.1,3,1,2.0,1.0,36.0,13.564071378154335,0,0,1,0,0,1,1,0,1,0,0
7312,32.0,4.8,0,3,0.0,1.0,27.0,4.647989333607506,0,0,0,0,1,0,1,0,1,0,0
7313,31.0,4.2,1,3,1.0,1.0,37.0,10.844889441833946,1,0,0,0,1,0,1,0,1,0,0
7314,21.0,4.5,5,0,0.0,0.0,23.0,1.5269419161565758,1,0,0,0,1,0,1,0,1,0,0
7315,38.0,4.5,5,3,1.0,1.0,40.0,16.69649188209794,1,0,0,0,1,0,1,0,1,0,0
7316,21.0,4.5,0,3,2.0,0.0,10.0,7.746455707766812,0,0,0,0,1,0,1,0,0,0,1
7317,38.0,4.8,0,0,2.0,0.0,13.0,7.441494565146906,0,1,0,0,1,0,1,0,1,0,0
7318,22.0,4.8,2,3,1.0,1.0,17.0,16.82388200573448,1,0,0,0,1,0,1,0,0,0,1
7319,23.0,4.6,3,2,0.0,1.0,21.0,6.02856929050386,0,1,0,0,1,0,1,0,1,0,0
7320,38.0,5.0,2,3,2.0,1.0,32.0,9.308008411174361,1,0,0,1,0,0,1,0,1,0,0
7321,26.0,4.6,0,3,0.0,0.0,24.0,12.395333516408236,0,0,1,0,1,0,1,0,1,0,0
7322,32.0,4.6,5,3,1.0,1.0,28.0,13.713445501330188,0,1,0,0,0,1,1,0,1,0,0
7323,29.0,5.0,4,1,2.0,0.0,26.0,7.74649937537448,0,0,1,0,1,0,1,0,1,0,0
7324,36.0,4.7,0,2,0.0,0.0,21.0,5.952421484014082,0,0,0,0,1,0,1,0,1,0,0
7325,28.0,4.7,5,3,0.0,1.0,22.0,9.204085391850024,1,0,0,0,1,0,1,0,1,0,0
7326,20.0,4.5,1,0,0.0,0.0,21.0,9.107658825826476,0,1,0,0,1,0,1,0,1,0,0
7327,23.0,5.0,3,1,2.0,0.0,15.0,9.204184967774694,1,0,0,0,0,1,1,0,1,0,0
7328,33.0,4.7,3,2,2.0,1.0,25.0,1.551399235015967,0,1,0,0,0,1,1,0,1,0,0
7329,39.0,4.8,4,1,2.0,1.0,33.0,6.198357357933919,0,1,0,0,0,1,1,0,1,0,0
7330,29.0,4.5,0,0,3.0,1.0,41.0,6.276138627413788,1,0,0,1,0,0,1,0,1,0,0
7331,30.0,4.6,4,3,0.0,0.0,37.0,4.653886193068267,0,1,0,0,1,0,1,0,1,0,0
7332,33.0,4.0,5,3,0.0,1.0,51.0,17.04433635466002,0,0,1,0,1,0,1,0,1,0,0
7333,36.0,4.8,2,0,0.0,1.0,29.0,16.805680518031792,0,0,1,0,1,0,1,0,1,0,0
7334,34.0,4.1,5,3,1.0,1.0,32.0,9.176983903804432,0,1,0,0,0,1,1,0,1,0,0
7335,27.0,4.7,1,3,1.0,0.0,34.0,4.464113950944991,1,0,0,0,1,0,1,0,0,0,1
7336,24.0,4.6,3,0,1.0,0.0,23.0,19.842513058983965,1,0,0,0,1,0,1,0,0,0,1
7337,36.0,4.2,5,0,0.0,0.0,34.0,7.561976591938231,0,1,0,0,1,0,1,0,0,0,1
7338,25.0,4.6,3,3,1.0,1.0,37.0,10.62543774033801,0,0,0,0,0,1,1,0,1,0,0
7339,38.0,4.2,1,3,0.0,0.0,33.0,7.551253060545481,0,1,0,0,1,0,1,0,1,0,0
7340,20.0,4.9,2,1,0.0,0.0,27.0,4.5309284194843285,0,1,0,0,1,0,1,0,1,0,0
7341,39.0,4.9,1,2,1.0,1.0,32.0,1.4881753982177008,1,0,0,0,0,1,1,0,1,0,0
7342,27.0,4.5,5,0,2.0,1.0,10.0,13.944598794232533,0,0,0,0,1,0,1,0,1,0,0
7343,30.0,4.5,3,0,2.0,0.0,16.0,3.1148448666308703,1,0,0,1,0,0,1,0,1,0,0
7344,34.0,4.6,1,1,1.0,1.0,17.0,4.580298758903578,0,0,0,0,0,1,1,0,0,0,1
7345,26.0,4.8,0,0,2.0,1.0,24.0,1.5493712952436287,0,0,1,0,0,1,1,0,1,0,0
7346,36.0,4.1,2,3,0.0,1.0,39.0,7.747202883592581,0,0,1,0,1,0,1,0,1,0,0
7347,21.0,4.5,4,3,2.0,1.0,26.0,10.625705401587542,0,0,1,0,1,0,1,0,0,0,1
7348,28.0,5.0,0,1,0.0,1.0,21.0,13.740852946327324,0,0,0,0,1,0,1,0,0,0,1
7349,38.0,4.6,0,3,0.0,1.0,25.0,4.602294386101448,0,0,1,0,1,0,1,0,1,0,0
7350,31.0,4.3,5,0,0.0,1.0,21.0,1.4962199921333232,0,0,0,0,1,0,1,0,1,0,0
7351,29.0,4.5,0,0,3.0,1.0,17.0,8.976848243036462,1,0,0,1,0,0,1,0,0,0,1
7352,34.0,4.9,3,1,2.0,1.0,36.0,10.859180843022576,1,0,0,0,0,1,1,0,1,0,0
7353,34.0,4.5,1,3,0.0,0.0,28.0,4.707104052532131,0,0,1,0,1,0,1,0,1,0,0
7354,38.0,4.0,2,3,0.0,0.0,41.0,12.552275755914396,0,0,1,0,1,0,1,0,1,0,0
7355,39.0,4.8,0,1,1.0,1.0,22.0,13.962610508154095,1,0,0,0,1,0,1,0,0,0,1
7356,32.0,4.9,4,3,2.0,1.0,28.0,16.87385756016604,1,0,0,1,0,0,1,0,1,0,0
7357,38.0,4.6,4,0,2.0,0.0,24.0,9.294705791241629,0,0,1,1,0,0,1,0,0,0,1
7358,39.0,4.6,1,3,0.0,1.0,28.0,4.580298758903578,0,0,0,0,1,0,1,0,0,0,1
7359,35.0,4.6,3,3,0.0,1.0,40.0,17.04198395713103,1,0,0,0,1,0,1,0,1,0,0
7360,39.0,4.3,4,3,1.0,2.0,33.0,8.932469105184442,0,1,0,0,1,0,1,0,1,0,0
7361,24.0,4.2,2,3,0.0,1.0,38.0,10.415104203648253,0,1,0,0,1,0,1,0,0,0,1
7362,33.0,4.9,1,3,1.0,1.0,47.0,10.843721893347185,0,0,1,0,0,1,1,0,1,0,0
7363,26.0,4.7,4,3,1.0,1.0,16.0,17.063961737396863,0,0,0,0,0,1,1,0,1,0,0
7364,37.0,4.5,4,1,1.0,1.0,39.0,16.58448002107032,0,1,0,0,0,1,1,0,1,0,0
7365,22.0,4.7,0,0,2.0,1.0,22.0,4.654184877609342,1,0,0,0,1,0,1,0,1,0,0
7366,29.0,4.9,1,0,2.0,0.0,11.0,3.054566519402013,0,1,0,0,1,0,1,0,1,0,0
7367,21.0,4.8,1,2,0.0,1.0,20.0,3.020916215301368,0,0,0,0,1,0,1,0,1,0,0
7368,34.0,4.3,4,3,0.0,1.0,39.0,13.660085685164507,1,0,0,0,1,0,0,1,1,0,0
7369,33.0,4.1,4,2,0.0,2.0,49.0,1.5413266047243892,0,0,1,0,1,0,1,0,1,0,0
7370,30.0,4.6,0,1,0.0,1.0,25.0,6.135383422532994,0,0,1,0,1,0,1,0,1,0,0
7371,29.0,4.4,5,0,0.0,0.0,16.0,1.5273046056475252,1,0,0,0,1,0,1,0,1,0,0
7372,22.0,4.9,1,3,1.0,1.0,29.0,4.4715171722204206,0,1,0,0,1,0,1,0,1,0,0
7373,32.0,4.1,1,1,2.0,1.0,40.0,10.859243692618957,0,1,0,0,0,1,1,0,0,0,1
7374,24.0,4.8,0,1,2.0,0.0,16.0,16.365894271420444,0,0,0,0,0,1,1,0,1,0,0
7375,35.0,4.6,3,3,2.0,0.0,29.0,4.67229132409318,0,1,0,1,0,0,1,0,1,0,0
7376,34.0,4.2,4,0,0.0,0.0,30.0,4.623158209582297,0,0,1,0,1,0,1,0,1,0,0
7377,23.0,4.6,2,0,1.0,1.0,13.0,10.6253491555024,1,0,0,0,0,1,1,0,1,0,0
7378,23.0,4.6,2,1,2.0,1.0,22.0,7.589769422472331,0,0,0,0,0,1,1,0,1,0,0
7379,30.0,4.7,5,1,0.0,1.0,29.0,9.307757372286968,0,1,0,0,1,0,1,0,1,0,0
7380,27.0,4.8,1,2,1.0,0.0,24.0,6.071710271577742,0,0,0,0,1,0,1,0,0,0,1
7381,27.0,4.8,4,0,1.0,0.0,19.0,1.5125287367950533,1,0,0,0,0,1,1,0,1,0,0
7382,30.0,4.2,3,2,2.0,0.0,36.0,6.219666678237719,1,0,0,1,0,0,1,0,1,0,0
7383,28.0,5.0,3,0,2.0,0.0,12.0,1.5513637566677205,0,0,0,0,0,1,1,0,1,0,0
7384,34.0,4.7,5,0,2.0,1.0,18.0,16.140072021970592,0,1,0,1,0,0,1,0,1,0,0
7385,35.0,4.0,4,0,0.0,0.0,21.0,1.510641269037446,0,0,1,0,1,0,1,0,1,0,0
7386,26.0,4.8,0,1,0.0,1.0,28.0,19.630660268723823,0,0,1,0,1,0,1,0,0,0,1
7387,29.0,4.5,1,0,2.0,1.0,15.0,9.297076456518699,0,0,0,0,0,1,1,0,0,0,1
7388,29.0,5.0,4,2,2.0,1.0,15.0,6.136334249934516,0,1,0,1,0,0,1,0,1,0,0
7389,22.0,4.8,2,0,2.0,0.0,15.0,7.636095878026081,0,1,0,0,0,1,1,0,1,0,0
7390,37.0,3.9,2,3,2.0,1.0,37.0,19.340303385746232,0,1,0,0,0,1,1,0,1,0,0
7391,35.0,4.8,1,3,0.0,3.0,48.0,10.5500260879149,0,0,1,0,1,0,1,0,1,0,0
7392,27.0,4.7,2,3,2.0,0.0,25.0,17.06435916500757,1,0,0,0,0,1,1,0,1,0,0
7393,23.0,4.7,1,3,0.0,1.0,48.0,17.25937671693666,0,0,1,0,1,0,1,0,1,0,0
7394,31.0,4.2,3,1,2.0,1.0,42.0,17.062995952156246,0,1,0,0,0,1,1,0,1,0,0
7395,39.0,4.9,4,0,1.0,1.0,23.0,3.1027650541596046,0,0,0,0,1,0,1,0,1,0,0
7396,30.0,4.8,5,1,2.0,0.0,30.0,8.928193235546871,1,0,0,1,0,0,1,0,1,0,0
7397,35.0,4.5,5,1,1.0,1.0,30.0,17.03947169055914,0,1,0,0,0,1,1,0,0,0,0
7398,31.0,4.9,2,2,1.0,1.0,27.0,6.2291504974532055,1,0,0,0,0,1,1,0,1,0,0
7399,23.0,4.8,3,0,0.0,1.0,24.0,16.69650038652256,0,0,0,0,1,0,1,0,1,0,0
7400,22.0,4.7,4,3,1.0,1.0,18.0,10.586720360323753,0,0,0,0,0,1,1,0,1,0,0
7401,36.0,4.9,1,3,2.0,1.0,37.0,16.823086316712892,0,0,0,1,0,0,1,0,0,0,1
7402,24.0,4.9,2,0,2.0,1.0,17.0,13.80555316712349,0,1,0,0,0,1,1,0,0,0,1
7403,27.0,4.6,1,0,2.0,0.0,15.0,1.5514112649058258,0,1,0,1,0,0,1,0,1,0,0
7404,24.0,4.8,4,3,1.0,0.0,15.0,7.480637854323188,0,0,0,0,1,0,1,0,1,0,0
7405,26.0,4.5,4,0,0.0,0.0,19.0,3.0559602152009226,0,0,0,0,1,0,1,0,0,0,1
7406,26.0,4.4,3,3,2.0,1.0,33.0,16.760475822827626,0,0,1,0,1,0,1,0,1,0,0
7407,33.0,4.9,0,2,0.0,1.0,27.0,6.220072742030934,1,0,0,0,1,0,1,0,1,0,0
7408,33.0,4.8,5,0,2.0,1.0,21.0,17.25937671693666,0,0,0,1,0,0,1,0,1,0,0
7409,26.0,4.8,0,3,2.0,0.0,11.0,16.694580779303383,0,0,0,0,0,1,0,0,1,0,0
7410,28.0,4.8,4,2,2.0,1.0,16.0,1.4638371061422368,0,0,1,0,0,1,1,0,1,0,0
7411,32.0,4.8,4,3,2.0,0.0,28.0,7.7460150995922366,1,0,0,0,0,1,1,0,0,0,1
7412,32.0,5.0,3,1,1.0,1.0,35.0,10.403750522586712,0,0,0,0,0,1,1,0,1,0,0
7413,39.0,4.6,3,0,0.0,1.0,26.0,3.0537978384134963,1,0,0,0,1,0,1,0,1,0,0
7414,25.0,4.8,4,1,1.0,1.0,26.0,6.276138627413788,1,0,0,0,0,1,1,0,1,0,0
7415,22.0,4.9,2,1,1.0,1.0,29.0,19.340097241457876,0,0,1,0,1,0,1,0,1,0,0
7416,39.0,4.9,4,2,0.0,1.0,46.0,3.0559602152009226,0,0,0,0,1,0,1,0,1,0,0
7417,32.0,4.7,2,0,1.0,0.0,21.0,4.45970320370276,1,0,0,0,1,0,1,0,1,0,0
7418,34.0,4.8,4,0,2.0,1.0,23.0,1.5295061121281768,0,0,0,0,1,0,1,0,1,0,0
7419,39.0,4.2,3,3,2.0,1.0,35.0,10.85936741861396,0,1,0,0,1,0,1,0,1,0,0
7420,26.0,4.9,2,1,1.0,1.0,26.0,19.659356690368107,0,0,0,0,1,0,1,0,1,0,0
7421,32.0,4.7,1,2,0.0,1.0,31.0,6.205720759051468,0,0,0,0,1,0,1,0,1,0,0
7422,25.0,4.0,1,3,1.0,1.0,31.0,4.5375110893632975,1,0,0,0,0,1,1,0,0,0,1
7423,31.0,4.7,2,0,2.0,1.0,28.0,7.439900598906359,0,0,0,0,0,1,1,0,1,0,0
7424,38.0,4.7,4,1,0.0,0.0,25.0,6.117941643988992,0,1,0,0,1,0,1,0,1,0,0
7425,34.0,4.1,1,3,2.0,1.0,41.0,16.793902842922613,0,0,0,0,1,0,1,0,0,0,1
7426,35.0,4.7,1,1,1.0,1.0,19.0,6.106736943461254,0,0,0,0,0,1,1,0,1,0,0
7427,28.0,5.0,4,0,0.0,1.0,17.0,20.16550928520105,0,0,1,0,1,0,1,0,0,0,0
7428,39.0,4.3,1,0,1.0,1.0,32.0,16.365339328226373,0,0,1,0,0,1,1,0,1,0,0
7429,32.0,5.0,1,3,0.0,1.0,40.0,17.25937671693666,0,1,0,0,1,0,1,0,1,0,0
7430,38.0,4.1,1,2,1.0,2.0,38.0,6.229595583084196,1,0,0,0,1,0,1,0,1,0,0
7431,39.0,4.6,5,0,1.0,0.0,21.0,3.0358006157563437,0,1,0,0,0,1,1,0,0,0,1
7432,39.0,4.8,0,0,2.0,0.0,10.0,1.554902837646469,1,0,0,1,0,0,1,0,0,0,1
7433,34.0,4.6,0,1,0.0,1.0,31.0,17.102420452439436,1,0,0,0,1,0,1,0,1,0,0
7434,35.0,4.3,2,3,0.0,1.0,35.0,4.664602978341938,0,0,0,0,1,0,1,0,1,0,0
7435,23.0,4.4,4,0,0.0,1.0,23.0,3.1380694073889375,1,0,0,0,1,0,1,0,0,0,1
7436,34.0,4.9,5,3,0.0,1.0,45.0,19.630145098916646,1,0,0,0,1,0,0,1,1,0,0
7437,30.0,4.8,2,1,2.0,1.0,34.0,7.774210826080812,0,0,0,0,0,1,1,0,1,0,0
7438,24.0,4.4,1,1,1.0,0.0,32.0,10.549643455118284,0,0,0,0,1,0,1,0,1,0,0
7439,36.0,4.9,5,1,2.0,0.0,32.0,9.063101192712567,0,0,1,0,0,1,1,0,1,0,0
7440,22.0,4.7,3,3,0.0,1.0,24.0,4.602180090266072,0,0,0,0,1,0,1,0,1,0,0
7441,36.0,4.0,2,2,2.0,1.0,32.0,6.2054267911859675,0,1,0,0,1,0,1,0,1,0,0
7442,27.0,3.7,0,3,0.0,3.0,53.0,4.553656452165022,0,0,1,0,1,0,1,0,0,0,1
7443,34.0,4.6,1,3,0.0,1.0,25.0,4.65445840662637,0,0,1,0,1,0,1,0,1,0,0
7444,35.0,4.7,5,3,1.0,1.0,25.0,13.661195168528984,0,1,0,0,0,1,1,0,1,0,0
7445,25.0,4.8,2,1,1.0,1.0,22.0,7.53567547694219,1,0,0,0,1,0,1,0,1,0,0
7446,35.0,5.0,5,0,2.0,1.0,16.0,19.730013677494053,0,0,1,0,0,1,1,0,1,0,0
7447,31.0,4.4,1,3,1.0,1.0,38.0,4.664639938745209,0,0,1,0,1,0,1,0,1,0,0
7448,35.0,4.8,0,0,1.0,0.0,15.0,3.05924045549456,0,0,1,0,1,0,1,0,0,0,1
7449,20.0,4.7,0,1,1.0,0.0,14.0,4.521503515521097,0,0,0,0,1,0,0,0,0,0,1
7450,36.0,4.5,3,1,0.0,1.0,38.0,10.586720360323753,0,1,0,0,1,0,1,0,1,0,0
7451,35.0,5.0,0,0,2.0,1.0,20.0,12.394529722570477,0,0,1,0,0,1,1,0,0,0,1
7452,29.0,4.5,5,2,2.0,0.0,32.0,6.276138627413788,0,0,0,0,1,0,1,0,0,0,1
7453,22.0,4.6,3,0,2.0,1.0,22.0,11.903830116733703,0,0,1,0,1,0,1,0,0,0,1
7454,29.0,4.6,1,1,1.0,1.0,28.0,10.624490627783038,0,0,0,0,1,0,1,0,1,0,0
7455,22.0,4.9,4,0,1.0,0.0,15.0,13.943139482101842,0,0,1,0,1,0,1,0,1,0,0
7456,20.0,4.1,1,1,2.0,1.0,36.0,10.58675568922506,0,1,0,0,1,0,1,0,1,0,0
7457,37.0,4.5,0,2,1.0,0.0,17.0,6.042266599295314,0,0,0,0,0,1,1,0,1,0,0
7458,30.0,4.6,0,3,1.0,1.0,21.0,7.5897674326727005,0,0,1,0,1,0,1,0,1,0,0
7459,21.0,4.5,2,3,2.0,0.0,14.0,9.296672611790163,0,1,0,0,0,1,1,0,0,0,1
7460,28.0,3.5,0,0,2.0,1.0,35.0,13.76537967893881,1,0,0,0,0,1,1,0,1,0,0
7461,31.0,4.0,2,0,0.0,1.0,24.0,3.0594107982187775,0,0,1,0,1,0,1,0,0,0,1
7462,29.0,4.5,0,3,2.0,0.0,13.0,4.588712137571156,0,0,1,0,0,1,1,0,0,0,1
7463,29.0,4.5,0,0,3.0,1.0,33.0,7.636642780346185,1,0,0,0,1,0,1,0,1,0,0
7464,29.0,4.5,0,0,3.0,0.0,13.0,5.869601860818519,0,0,0,0,0,1,1,0,0,0,1
7465,25.0,4.9,4,1,2.0,1.0,19.0,10.845875076642983,0,0,0,0,1,0,1,0,1,0,0
7466,26.0,4.2,5,0,0.0,0.0,27.0,1.5103932340641752,1,0,0,0,1,0,1,0,1,0,0
7467,24.0,4.8,3,3,2.0,1.0,40.0,13.867748440497122,0,0,0,1,0,0,1,0,1,0,0
7468,28.0,4.5,2,3,1.0,1.0,25.0,19.659135828969664,0,0,0,0,0,1,1,0,1,0,0
7469,35.0,5.0,4,0,1.0,1.0,27.0,2.9810385549786056,1,0,0,0,1,0,1,0,1,0,0
7470,35.0,4.8,4,0,1.0,0.0,21.0,13.564225848681398,0,1,0,0,1,0,1,0,1,0,0
7471,29.0,4.5,5,0,1.0,0.0,12.0,2.9348579378714508,0,0,0,0,1,0,1,0,1,0,0
7472,39.0,4.2,1,3,1.0,0.0,48.0,12.272368949431575,1,0,0,0,0,1,1,0,0,0,1
7473,24.0,5.0,5,0,2.0,0.0,15.0,3.0590264164454792,0,0,1,0,0,1,1,0,0,0,1
7474,37.0,4.7,4,0,2.0,1.0,23.0,3.098970591291107,0,0,0,0,1,0,1,0,0,0,1
7475,29.0,4.5,2,3,2.0,1.0,36.0,19.340934989697548,0,0,1,0,0,1,1,0,1,0,0
7476,35.0,5.0,3,1,2.0,1.0,32.0,13.993149115901053,0,1,0,0,0,1,1,0,0,0,1
7477,28.0,4.4,5,3,0.0,1.0,37.0,7.53496193303395,1,0,0,0,1,0,1,0,1,0,0
7478,21.0,4.9,4,1,1.0,1.0,22.0,9.106936285979412,0,0,1,0,0,1,1,0,0,0,1
7479,21.0,4.7,4,3,1.0,1.0,19.0,19.72936487183155,0,0,0,0,0,1,1,0,1,0,0
7480,23.0,4.6,3,0,2.0,0.0,26.0,12.082261071804195,0,1,0,1,0,0,1,0,1,0,0
7481,20.0,4.9,5,0,1.0,1.0,14.0,3.1380694073889375,0,1,0,0,1,0,1,0,0,0,1
7482,21.0,4.8,0,1,0.0,0.0,17.0,7.439665794628368,0,0,1,0,1,0,1,0,0,0,1
7483,39.0,4.8,3,0,1.0,1.0,15.0,8.917472939162302,0,0,0,0,1,0,1,0,1,0,0
7484,28.0,4.6,5,0,1.0,1.0,15.0,20.143736910348597,0,0,1,0,0,1,1,0,0,0,1
7485,29.0,5.0,2,3,1.0,0.0,26.0,20.16698937867584,1,0,0,0,1,0,1,0,1,0,0
7486,32.0,4.9,0,0,0.0,1.0,23.0,1.5549547945110038,0,0,1,0,1,0,1,0,1,0,0
7487,37.0,5.0,0,0,2.0,1.0,16.0,13.76488736327854,0,0,1,1,0,0,1,0,1,0,0
7488,30.0,4.6,1,1,1.0,0.0,44.0,17.10422194659917,0,1,0,0,0,1,0,1,1,0,0
7489,26.0,5.0,5,3,2.0,1.0,16.0,4.463967267078257,0,1,0,1,0,0,1,0,1,0,0
7490,23.0,4.9,0,1,0.0,0.0,17.0,9.414207472710384,0,1,0,0,1,0,1,0,0,0,1
7491,24.0,3.2,0,0,2.0,0.0,44.0,17.103050518544617,1,0,0,0,0,1,0,1,1,0,0
7492,33.0,4.9,3,3,0.0,1.0,25.0,7.647576369765245,1,0,0,0,1,0,1,0,0,0,1
7493,34.0,4.8,4,0,2.0,0.0,26.0,3.0230276081883063,0,0,1,0,1,0,1,0,1,0,0
7494,23.0,4.7,4,0,1.0,1.0,15.0,17.10286266166346,0,1,0,0,1,0,1,0,1,0,0
7495,36.0,4.9,0,0,0.0,1.0,23.0,3.0208643922773284,0,1,0,0,1,0,1,0,1,0,0
7496,32.0,4.8,5,0,1.0,0.0,18.0,10.901164314437086,0,0,1,0,1,0,1,0,1,0,0
7497,24.0,4.5,1,0,1.0,1.0,24.0,10.983241696284242,0,0,0,0,0,1,1,0,1,0,0
7498,39.0,4.0,5,2,2.0,1.0,34.0,6.276138627413788,0,0,1,0,0,1,1,0,1,0,0
7499,38.0,4.8,4,2,2.0,1.0,29.0,6.276138627413788,0,1,0,0,0,1,1,0,1,0,0
7500,33.0,5.0,3,0,0.0,1.0,25.0,3.099243404030397,0,1,0,0,1,0,1,0,1,0,0
7501,31.0,4.5,3,1,1.0,1.0,19.0,9.043021202894034,1,0,0,0,1,0,1,0,1,0,0
7502,25.0,4.8,5,2,0.0,1.0,27.0,3.098668570898803,0,0,1,0,1,0,1,0,1,0,0
7503,36.0,4.7,0,0,1.0,1.0,21.0,19.845164623281903,1,0,0,0,1,0,1,0,1,0,0
7504,24.0,4.9,2,1,0.0,1.0,37.0,16.79715883296753,1,0,0,0,1,0,1,0,1,0,0
7505,21.0,4.9,2,3,1.0,0.0,19.0,7.774272480836282,0,0,1,0,0,1,1,0,0,0,1
7506,31.0,4.6,3,0,0.0,1.0,38.0,13.747935433701342,0,0,1,0,1,0,1,0,1,0,0
7507,38.0,4.7,3,3,0.0,0.0,30.0,7.648215327844155,0,0,1,0,1,0,1,0,1,0,0
7508,20.0,5.0,3,0,1.0,1.0,18.0,3.098685081097561,1,0,0,0,1,0,1,0,1,0,0
7509,21.0,4.7,0,0,2.0,0.0,22.0,4.707104052532131,0,0,1,0,0,1,1,0,1,0,0
7510,21.0,4.8,4,2,0.0,1.0,29.0,6.164140154175385,0,1,0,0,1,0,1,0,0,0,1
7511,31.0,4.6,1,1,1.0,1.0,19.0,9.308216432218837,0,1,0,0,0,1,1,0,1,0,0
7512,38.0,4.9,3,1,2.0,1.0,15.0,4.588878401100728,0,0,0,0,0,1,1,0,1,0,0
